timestamp,url,malicious,suspicious,total_engines,is_phishing,risk_level,country,domain_age,has_ssl
2025-08-09T11:02:21.199845,http://microsoft-support.helpdesk.org,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:02:28.854568,http://appleid.verify.account.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:02:37.819841,http://secure-paypal.com,5,2,72,True,Bajo,US,730 días,True
2025-08-09T11:12:06.940785,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:12:17.168925,http://appleid.verify.account.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:12:21.529135,http://secure-paypal.com,5,2,72,True,Bajo,US,730 días,True
2025-08-09T11:12:26.522533,http://bankofamerica.security-alert.xyz,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:12:30.613590,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:12:46.563263,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:12:55.357159,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:12:57.360702,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:13:00.999919,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:13:06.356515,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:14:43.928678,http://paypal.com.security-update.xyz,5,2,72,True,Bajo,US,730 días,True
2025-08-09T11:14:48.700030,https://www.google.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:14:53.023669,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:14:55.498213,https://www.google.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:14:58.215170,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:14:59.578081,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:15:01.217819,http://paypal.com.security-update.xyz,5,2,72,True,Bajo,US,730 días,True
2025-08-09T11:18:13.642927,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:18:17.525489,https://www.google.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:51:32.726679,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:51:37.444520,https://paypal.com,5,2,72,True,Bajo,US,730 días,True
2025-08-09T11:51:39.996645,https://www.google.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:51:42.442419,https://paypal.com,5,2,72,True,Bajo,US,730 días,True
2025-08-09T11:51:44.543987,https://www.google.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:51:47.014597,http://bit.ly/abc123,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:51:48.547821,https://paypal.com,5,2,72,True,Bajo,US,730 días,True
2025-08-09T11:52:18.020683,https://www.google.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:52:21.313335,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:56:21.140955,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:56:24.403936,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:56:26.399799,http://paypal.com.security-update.xyz,5,2,72,True,Bajo,US,730 días,True
2025-08-09T11:56:39.206865,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:58:09.563304,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:58:15.249189,https://www.google.com/search?q=que+necesito+para+sacar+mi+licencia+en+san+luis+potosi+mexico+si+soy+extranjera&oq=que+necesito+para+sacar+mi+licencia+en+san+luis+potosi+mexico+si+soy+extranjera&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQIRiPAjIHCAIQIRiPAjIHCAMQIRiPAtIBCTE1MzYxajBqN6gCALACAA&sourceid=chrome&ie=UTF-8,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:58:19.231101,http://bankofamerica.security-alert.xyz,0,0,65,True,Bajo,US,730 días,True
2025-08-09T11:58:21.775314,https://paypal.com,5,2,72,True,Bajo,US,730 días,True
2025-08-09T11:58:23.777970,http://bit.ly/abc123,0,0,65,True,Bajo,US,730 días,True
2025-08-09T12:55:02.156046,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T12:55:25.245583,http://appleid.verify.account.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T12:55:29.906710,https://ejemplo.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T12:55:35.329328,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T12:55:38.134598,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T12:55:49.289449,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-09T12:55:55.471978,http://secure-paypal.com,5,2,72,True,Bajo,US,730 días,True
2025-08-16T11:10:05.648762,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-16T11:10:16.184235,http://secure-paypal.com,5,2,72,True,Bajo,US,730 días,True
2025-08-16T11:10:20.772128,https://www.google.com/search?q=que+necesito+para+sacar+mi+licencia+en+san+luis+potosi+mexico+si+soy+extranjera&oq=que+necesito+para+sacar+mi+licencia+en+san+luis+potosi+mexico+si+soy+extranjera&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQIRiPAjIHCAIQIRiPAjIHCAMQIRiPAtIBCTE1MzYxajBqN6gCALACAA&sourceid=chrome&ie=UTF-8,0,0,65,True,Bajo,US,730 días,True
2025-08-16T11:10:24.470615,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-16T11:10:55.217681,http://appleid.verify.account.com,0,0,65,True,Bajo,US,730 días,True
2025-08-16T11:11:00.224167,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-16T11:11:08.367717,http://bankofamerica.security-alert.xyz,0,0,65,True,Bajo,US,730 días,True
2025-08-16T11:11:13.647140,https://www.google.com,0,0,65,True,Bajo,US,730 días,True
2025-08-16T11:11:16.266000,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-16T11:11:18.695000,http://paypal.com.security-update.xyz,5,2,72,True,Bajo,US,730 días,True
2025-08-16T11:11:20.985707,http://paypal.com.security-update.xyz,5,2,72,True,Bajo,US,730 días,True
2025-08-16T11:11:23.152869,http://paypal.com.security-update.xyz,5,2,72,True,Bajo,US,730 días,True
2025-08-16T11:11:24.888516,http://paypal.com.security-update.xyz,5,2,72,True,Bajo,US,730 días,True
2025-08-16T11:11:26.378553,http://paypal.com.security-update.xyz,5,2,72,True,Bajo,US,730 días,True
2025-08-16T11:20:41.203510,http://faceb00k-login.verify-security.com,0,0,65,True,Bajo,US,730 días,True
2025-08-16T11:20:43.514022,http://paypal.com.security-update.xyz,5,2,72,True,Bajo,US,730 días,True
2025-08-16T11:36:57.649240,http://faceb00k-login.verify-security.com/,1,0,97,True,Bajo,Desconocido,Desconocida,False
2025-08-16T11:37:09.105523,http://faceb00k-login.verify-security.com/,1,0,97,True,Bajo,Desconocido,Desconocida,False
2025-08-16T11:37:11.729414,http://paypal.com.security-update.xyz/,12,2,97,True,Bajo,Desconocido,Desconocida,False
2025-08-16T11:37:13.254454,http://paypal.com.security-update.xyz/,12,2,97,True,Bajo,Desconocido,Desconocida,False
2025-08-16T11:37:16.082400,http://paypal.com.security-update.xyz/,12,2,97,True,Bajo,Desconocido,Desconocida,False
2025-08-16T11:37:21.313930,http://faceb00k-login.verify-security.com/,1,0,97,True,Bajo,Desconocido,Desconocida,False
2025-08-16T11:38:18.477945,http://faceb00k-login.verify-security.com/,1,0,97,True,Bajo,Desconocido,Desconocida,False
2025-08-16T12:55:13.283894,http://secure-paypal.com/,4,1,97,True,Bajo,Desconocido,Desconocida,False
2025-08-16T12:55:43.583495,http://secure-paypal.com/,4,1,97,True,Bajo,Desconocido,Desconocida,False
2025-08-16T12:55:48.059458,http://faceb00k-login.verify-security.com/,1,0,97,True,Bajo,Desconocido,Desconocida,False
2025-08-16T12:57:51.173978,http://testphp.vulnweb.com/,0,1,97,True,Bajo,Desconocido,Desconocida,False
2025-08-16T12:58:05.506935,http://www.eicar.org/download/eicar.com.txt,8,1,97,True,Bajo,Desconocido,Desconocida,False
2025-08-16T12:58:24.093791,http://secure-paypal.com/,4,1,97,True,Bajo,Desconocido,Desconocida,False
2025-08-16T13:06:48.181064,http://faceb00k-login.verify-security.com/,1,0,97,True,Bajo,Desconocido,Desconocida,False
2025-08-16T13:06:53.487976,http://secure-paypal.com/,4,1,97,True,Bajo,Desconocido,Desconocida,False
2025-08-16T13:28:05.436566,http://secure-paypal.com/,4,1,97,True,Bajo,Desconocido,Desconocida,False
